manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,product__arm_height,product__assembly_required,attrib__back_material,attrib__blade_finish,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__designer_id,attrib__designer,attrib__distressed_finish,attrib__fill,attrib__finish,attrib__frame_color,attrib__hardwire,attrib__kit,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weave,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product_styles
8989-007-HUE-B,083-033502555-9,6.00,10.00,14.00,20.00,True,258.00,344.00,False,Indoor Lighting,Dimond Lighting,Grey Marble Square Table Lamp - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-101799,,,,,Yes,A19 LED,Gray,66,,Philips Friends of Hue,False,,Grey Marble,,False,False,,,Stone,1,,False,,,,,White Linen Shade,,Hue,True,,60,,,7.90,19.00,17.00,12.50,,,,,,,,,Transitional
8989-007-HUE-D,083-033502620-4,6.00,10.00,14.00,20.00,True,217.50,290.00,False,Indoor Lighting,Dimond Lighting,Grey Marble Square Table Lamp - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-101799,,,,,Yes,A19 LED,Gray,66,,Philips Friends of Hue,False,,Grey Marble,,False,False,,,Stone,1,,False,,,,,White Linen Shade,,Hue,True,,60,,,7.90,19.00,17.00,12.50,,,,,,,,,Transitional
8989-007-LED,081-800802543-3,6.00,10.00,14.00,20.00,True,165.00,220.00,False,Indoor Lighting,Dimond Lighting,Grey Marble Square Led Table Lamp,,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,IND,O-101799,,,,,Yes,A21 LED 3-Way,,66,,,False,,Grey Marble,,False,False,,,Stone,1,,False,,,,,White Linen Shade,,3-Way,True,,9.5,,,7.90,19.00,17.00,12.50,,,,,,,,,Transitional
D2806,074-811909332-1,6.70,10.00,16.00,30.00,True,106.00,190.80,False,Indoor Lighting,Dimond Lighting,Grey Reaction Glaze Urn Lamp,,,,,,,,,,1,CHN,O-101800,,,,,No,A21 3-Way,,66,,,False,,Grey Glaze,,False,,,,Ceramic,1,,False,,,,,Light Grey Linen Oval Hardback Shade With Rolled Edges And Brown Liner,,3-Way,True,,150,,,12.00,18.00,26.00,12.00,,,,,,,,,Traditional
D2806-LED,074-811909439-7,6.70,10.00,16.00,30.00,True,116.00,208.80,False,Indoor Lighting,Dimond Lighting,Grey Reaction Glaze Led Urn Lamp,,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-101800,,,,,Yes,A21 LED 3-Way,,66,,,False,,Grey Glaze,,False,False,,,Ceramic,1,,False,,,,,Light Grey Linen Oval Hardback Shade With Rolled Edges And Brown Liner,,3-Way,True,,9.5,,,9.90,17.50,26.00,11.50,,,,,,,,,Traditional
D2835,074-811909359-8,6.00,16.00,16.00,27.00,True,114.00,205.20,False,Indoor Lighting,Dimond Lighting,Grey Smoked Glass Lamp,,,,,,,,,,1,CHN,O-101801,,,,,No,A21 3-Way,,,,,False,,Grey Smoke,,False,False,,,"Crystal, Glass",1,,False,,,,,White Weave Faux Silk Round Hardback Shade With Rolled Edges And Grey Liner,,3-Way,True,,150,,,9.20,17.00,22.50,17.00,,,,,,,,,Transitional
D2835-HUE-B,083-033502719-5,6.00,16.00,16.00,27.00,True,186.00,334.80,False,Indoor Lighting,Dimond Lighting,Grey Smoked Glass Lamp - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,,O-101801,,,,,Yes,A19 LED,Gray,,,Philips Friends of Hue,False,,Grey Smoke,,False,False,,,"Crystal, Glass",1,,False,,,,,White Weave Faux Silk Round Hardback Shade With Rolled Edges And Grey Liner,,Hue,True,,60,,,9.20,17.00,22.50,17.00,,,,,,,,,Transitional
D2835-HUE-D,083-033503068-3,6.00,16.00,16.00,27.00,True,159.00,286.20,False,Indoor Lighting,Dimond Lighting,Grey Smoked Glass Lamp - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,,O-101801,,,,,Yes,A19 LED,Gray,,,Philips Friends of Hue,False,,Grey Smoke,,False,False,,,"Crystal, Glass",1,,False,,,,,White Weave Faux Silk Round Hardback Shade With Rolled Edges And Grey Liner,,Hue,True,,60,,,9.20,17.00,22.50,17.00,,,,,,,,,Transitional
D2835-LED,074-811909424-3,6.00,16.00,16.00,27.00,True,124.00,223.20,False,Indoor Lighting,Dimond Lighting,Grey Smoked Glass Led Lamp,,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-101801,,,,,Yes,A21 LED 3-Way,,,,,False,,Grey Smoke,,False,False,,,"Glass, Crystal",1,,False,,,,,White Weave Faux Silk Round Hardback Shade With Rolled Edges And Grey Liner,,3-Way,True,,9.5,,,9.20,17.00,22.50,17.00,,,,,,,,,Transitional
7011-017,081-800802413-9,24.00,31.00,31.00,68.00,True,414.00,552.00,False,Furniture,Sterling,Grey Wash Stack Ladder,"Hasta la vista, boring display unit; you've been replaced by our always fun, rarely to be mistaken for ordinary Solid Mahogany Stack Ladder: A clever formation of open-front shelving that allows for easy access to today's important documents; or offers a full view of books, towels, or accessories. Ideal for a hip studio, or to shake up a same-same office. Or try loading it up with succulents, making it into an offbeat, multi-level planter. Distinctive Heritage Grey finish.",,,,,,,,,1,IDN,O-101802,,,,,,,,,,,False,,"Heritage Grey Stain, Whitewash",,,,,,Solid Mahogany,,,False,,,,,,,,False,,,,,88.00,70.00,35.00,7.50,,,,,,,,,Traditional
351-10279,084-355815442-5,7.74,1.00,36.00,36.00,True,115.50,154.00,False,Wall Decor,Sterling,Greystone Wall Clock,,,,,,,,,,1,CHN,O-101803,,,,,,,,,,,False,,Silver,,,,,,"Metal, Mirror, Wood",,,False,,,,,,,,False,,,,,13.00,38.00,39.00,3.00,,,,,,,,,Transitional
7162-057,084-355815130-1,4.00,3.90,13.80,14.90,True,102.00,136.00,False,Decorative Accessory,Sterling,Grizzley Candle Holder,"Don't live in a rustic cabin with a twinkling hearth in every room? No worries; our Grizzley Candle Holder blends the iconic silhouette of winter firewood with a stylish, highly portable Bronze Iron stand. Crafted with warm Natural teak.",,,,,,,,,1,IDN,O-101804,,,,,,,,,,,False,,"Bronze Iron, Natural Teak",,,,,,"Iron, Teak",,,False,,,,,,,,False,,,,,6.16,17.40,6.40,16.30,,,,,,,,,
MW4500B-0047,081-113702109-3,11.70,2.00,26.60,32.60,True,65.00,117.00,False,Wall Decor,Sterling,"Groove Designed Frame, Beveled Mirror",The clean groove design of this transitional frame can enhance Arts and Crafts decor as well as relaxed traditional looks.,,,,,,,,,1,CHN,O-101805,,,,,,,,,,,False,,Florentine Light Bronze,,,,,,,,,False,,,,,,,,False,,,,,13.80,36.50,3.10,30.40,,,,,,,,,Transitional
MW4500C-0047,081-113702110-9,13.00,2.00,28.80,34.80,True,75.00,135.00,False,Wall Decor,Sterling,"Groove Designed Frame, Beveled Mirror",The clean groove design of this transitional frame can enhance Arts and Crafts decor as well as relaxed traditional looks.,,,,,,,,,1,CHN,O-101805,,,,,,,,,,,False,,Florentine Light Bronze,,,,,,,,,False,,,,,,,,False,,,,,15.80,38.50,3.10,32.50,,,,,,,,,Transitional
MW4500D-0047,081-113702111-6,15.00,2.00,28.80,40.80,True,86.00,154.80,False,Wall Decor,Sterling,"Groove Designed Frame, Beveled Mirror",The clean groove design of this transitional frame can enhance Arts and Crafts decor as well as relaxed traditional looks.,,,,,,,,,1,CHN,O-101805,,,,,,,,,,,False,,Florentine Light Bronze,,,,,,,,,False,,,,,,,,False,,,,,18.60,44.50,3.10,32.50,,,,,,,,,Transitional
7011-1574,081-800804364-2,77.00,19.00,45.00,36.00,True,688.50,918.00,False,Furniture,Sterling,Gross Pointe Chest,,Natural Oak Finish,Long And Slim Metal Handles,,,,,,,1,IDN,O-101806,,,,,,,Brown,,,,False,,Weathered Oak,,,,,,"MDF, Solid Mahogany, Veneer",,,False,,,,,,,,False,,,,,86.00,39.00,46.00,22.00,,,,,,,,,Traditional
D3227,074-811910702-8,10.30,16.00,16.00,33.50,True,187.00,336.60,False,Indoor Lighting,Dimond Lighting,Grosvenor Square Table Lamp,,Height Adjustable From 27.5-Inches To 33.5-Inches,Handcrafted,,,,,,,1,CHN,O-101807,,,,,No,A19,,,,,False,,"Aged Brass, Clear",,False,False,,,"Crystal, Linen, Metal",1,,False,,,,,White Linen Fabric Shade With White Liner,,On-Off,True,,150,,,14.00,17.00,21.00,17.00,,,,,,,,,Traditional
D3227-HUE-B,083-033502793-5,10.30,16.00,16.00,33.50,True,259.00,466.20,False,Indoor Lighting,Dimond Lighting,Grosvenor Square Table Lamp - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,,O-101807,,,,,Yes,A19 LED,Gold,,,Philips Friends of Hue,False,,"Aged Brass, Clear",,False,False,,,"Crystal, Linen, Metal",1,,False,,,,,White Linen Fabric Shade With White Liner,,Hue,True,,60,,,15.00,27.00,19.00,19.00,,,,,,,,,Traditional
D3227-HUE-D,083-033503122-2,10.30,16.00,16.00,33.50,True,232.00,417.60,False,Indoor Lighting,Dimond Lighting,Grosvenor Square Table Lamp - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,,O-101807,,,,,Yes,A19 LED,Gold,,,Philips Friends of Hue,False,,"Aged Brass, Clear",,False,False,,,"Crystal, Linen, Metal",1,,False,,,,,White Linen Fabric Shade With White Liner,,Hue,True,,60,,,15.00,27.00,19.00,19.00,,,,,,,,,Traditional
1217-1001,084-355815968-0,,1.40,14.00,8.00,True,63.00,84.00,False,Indoor Lighting,Sterling,Growler Pendant,,,,,,,,,,1,CHN,O-101808,,,,,No,A19,,,,,False,,"Rust, Antique Brass",,,False,,,METAL,1,,False,,,,,,,,False,,,,,5.00,17.00,9.00,17.00,,,,,,,,,Transitional
8903-084,084-355815766-2,,4.00,7.00,13.00,True,67.50,90.00,False,Decorative Accessory,Sterling,Gruner Decorative Accessory,,,,,,,,,,1,IND,O-101809,,,,,,,,,,,False,,"Gold, White",,,,,,"ALUMINIUM, WHITE MARBLE",,,False,,,,,,,,False,,,,,10.00,16.00,19.00,15.00,1.60,7.00,15.00,5.00,,,,,Transitional
D2988,074-811909549-3,5.00,6.00,13.80,25.00,True,145.00,261.00,False,Indoor Lighting,Dimond Lighting,Gruyere 1 Light Wall Sconce In Antique Silver,"Lighting shouldn't just make it possible to see the room; it should completely alter the look and feel of our surroundings. Introducing our Gruyère Mirrored Wall Sconce: With its handcrafted dripping candle motif, scalloped bobeche, gracefully corseted silhouette, and foliated etching, the Gruyère's design story perfectly complements the light-preserving qualities of its Antiqued mirror base. Perfect for any elegant corridor. Distinctive Antiqued Silver color story.",,,,,,,,,1,CHN,O-101810,,,,,No,B11,,,,,False,,Antique Silver,,,False,,,"Metal, Mirror",1,,False,,,,,No Shade,,,True,,40,,,8.20,28.80,17.50,8.30,,,,,,,,,Modern / Contemporary
161521,080-432301522-6,,2.00,30.00,30.00,True,223.50,298.00,False,Wall Decor,Guildmaster,Guest Cottage Signature White 30In  Wood And Metal Wall Decor With Handpainted Graphics,"Our delightful Guest Cottage Hand-Painted Sign features softened Victorian-Era styling and an elegantly floriated open-pediment crown. Original artisan-crafted design, with hand-stenciled graphics and a soothing Signature White motif. Well scaled and authentically distressed. Perfect for a nice quiet reading corner in a rustic farm-themed guestroom.",Perfect For A Farmhouse-Themed Guest Quarters.,Pair This One With Potted Jasmine And A Nice Quiet Reading Corner.,,,,,,,1,IDN,O-101811,,,,,,,,,,,False,,Hand-Painted,,,,,,"Metal, Wood",,,False,,,,,,,,False,,,,,15.00,32.00,34.00,5.00,,,,,,,,,Traditional
7011-564,084-355815235-3,14.00,2.00,26.00,26.00,True,124.50,166.00,False,Wall Decor,Sterling,Guggenheim Nyc,"Designed by renowned architect Frank Lloyd Wright in 1952, the Guggenheim Museum in New York City is a seminal example of contemporary museum architecture. Our Hand Sketched series Guggenheim NYC Wall Decor features a sparkling clear glass face and a distinctive Black mahogany frame.",,,,,,,,,1,IDN,O-101812,,,,,,,,,,,False,,Original Art,,,,,,"Mahogany, Glass, Recycled Paper",,,False,,,,,,,,False,,,,,17.00,27.00,4.00,27.00,,,,,,,,,Transitional
8990-043,081-800803029-1,2.40,1.00,27.00,27.00,True,108.00,144.00,False,Wall Decor,Dimond Home,Guilloche Mirror,"Recognized as the stunningly intricate geometric tracery abundant in Neo-Classical and Medieval ornamentation, the Guilloche design motif offers a cosmatesque version of the sacred infinity symbols found in Ancient Eastern and Hellenic culture stories. Our Guilloche-styled Wall Mirror features a similarly elaborate radiance of graceful metal spirals and a gorgeous Bright Gold finish. Handcrafted.",,,,,,,,,1,IND,O-101813,,,,,,,,,,,False,,Gold,,,,,,Aluminium,,,False,,,,,,,,False,,,,,3.60,31.00,4.80,31.00,,,,,,,,,Transitional
8985-065,081-800803896-9,35.00,24.02,21.65,27.56,True,448.50,598.00,False,Seating,Dimond Home,Guinan Chair,,,,,,,,,,1,IND,O-101814,,,,,,,,,,,False,,Gold,,,False,,,METAL,,,False,,,,,,,,False,,,,,79.00,27.00,43.00,26.00,,,,,,,,,Transitional
3138-426,084-355816149-2,6.88,1.97,31.89,31.89,True,105.00,140.00,False,Wall Decor,Sterling,Gulf Of Maine Wall Mirror,,Soft Wood Finish,Clean Metal Finish,,,,,,,1,CHN,O-101815,,,,,,,Brown,,,,False,,"Bronze, Wood Tone",,,,,,"Wood, Metal, Mirror",,,False,,,,,,,,False,,,,,13.00,34.00,33.00,4.00,,,,,,,,,Transitional
6918009P-ET,080-434320194-6,42.00,23.00,20.00,36.00,True,418.50,558.00,False,Outdoor,Guildmaster,Gulf Shores Side Chair - Pair,Euro Teak Oil finish on pair of carved waffle back teak side chairs.,,,,,,,,,1,IDN,O-101816,,,,,,,Brown,,,,False,,Euro Teak Oil,,,,,,Teak,,,True,,23,18.00,20,,,,False,,,,300,59.00,28.00,39.00,22.00,,,,,,,,,Traditional
351-10552,084-355815750-1,8.98,3.50,27.20,27.20,True,175.50,234.00,False,Wall Decor,Sterling,Gulla Gulla Wall Mirror,,,,,,,,,,1,CHN,O-101817,,,,,,,,,,,False,,Salvaged Grey Oak,,,,,,FIR WOOD FRAME,,,False,,,,,,,,False,,,,,9.48,56.50,37.00,22.50,,,,,,,,,Transitional
179008,081-800801213-6,1.00,4.00,4.00,20.00,True,48.00,64.00,False,Decorative Accessory,Dimond Home,Gunmetal Bamboo Candleholder - Lg,,,,,,,,,,1,IND,O-101818,,,,,,,,,,,False,,Grey,,,,,,Nickel-Plated Aluminum,,,False,,,,,,,,False,,,,,2.00,22.00,5.00,5.00,,,,,,,,,
179014,081-800801219-8,4.00,21.00,21.00,4.00,True,133.50,178.00,False,Decorative Accessory,Dimond Home,Gunmetal Cement Bowl,,Decorative Use Only,,,,,,,,1,IND,O-101819,,,,,,,,,,,False,,Grey,,,,,,Nickel-Plated Aluminum,,,False,,,,,,,,False,,,,,8.00,21.00,4.00,21.00,,,,,,,,,Transitional
179010,081-800801215-0,2.00,7.00,4.00,18.00,True,48.00,64.00,False,Decorative Accessory,Dimond Home,Gunmetal Hoop Candleholder,,,,,,,,,,1,IND,O-101820,,,,,,,,,,,False,,Grey,,,,,,Nickel-Plated Aluminum,,,False,,,,,,,,False,,,,,4.00,21.00,9.00,6.00,,,,,,,,,Transitional
7011-465,084-355815213-1,83.80,20.00,42.00,34.30,True,561.00,748.00,False,Furniture,Sterling,Gunnison Chest,"Refined craftsmanship means taking pleasure in constructing pieces that stand the test of time featuring design stories that transcend fashion trends. Presenting the Gunnison series Chest: Crisp, clean minimal lines; Bungalow-evocative paneled façades with stylish chunky metal pulls; sturdy Industrial Loft vibes. Pair this one with a stocky mirrored lamp and a black and white abstract canvas.",,,,,,,,,1,IDN,O-101821,,,,,,,,,,,False,,Waterfront Grey,,,False,,,Plantation Grown Hardwoods,,,False,,,,,,,,False,,,,,97.00,43.30,21.70,36.20,,,,,,,,,Transitional
7011-467,084-355815215-5,123.50,22.00,48.00,30.00,True,700.50,934.00,False,Furniture,Sterling,Gunnison Desk,"Refined craftsmanship means taking pleasure in constructing pieces that stand the test of time featuring design stories that transcend fashion trends. Presenting the Gunnison series Desk: Crisp, clean minimal lines; Bungalow-evocative paneled façades with stylish chunky metal pulls; sturdy Industrial Loft vibes. Pair this one with a Polished Chrome arm lamp and a Gloss White laptop.",,,,,,,,,1,IDN,O-101821,,,,,,,,,,,False,,Waterfront Grey,,,False,,,Plantation Grown Hardwoods,,,False,,,,,,,,False,,,,,154.32,49.60,23.60,32.30,,,,,,,,,Transitional
351-10283,084-355815162-2,31.50,15.00,32.00,27.00,True,384.00,512.00,False,Furniture,Sterling,Guntherÿ Media Unit,"An airplane propeller ceiling fan…Shipping containers transformed into a college campus…A cast-iron pipe chandelier. Repurposed, convention-challenging ideas are at the heart of the Industrial Chic design paradigm, perfectly exemplified by our Günther Collection Metal Media Unit: Unique, machine-shop vibes. Edgy Graphite color story. Streamlined urban aesthetic. #BeBold",,,,,,,,,1,CHN,O-101822,,,,,,,,,,,False,,Graphite,,,False,,,Metal,,,False,,,,,,,,False,,,,,38.00,34.00,31.00,18.00,,,,,,,,,Transitional
351-10284,084-355815163-9,58.30,22.00,60.00,30.00,True,550.50,734.00,False,Furniture,Sterling,Guntherÿdesk,"An airplane propeller ceiling fan…Shipping containers transformed into a college campus…A cast-iron pipe chandelier. Repurposed, convention-challenging ideas are at the heart of the Industrial Chic design paradigm, perfectly exemplified by our Günther Collection Metal Desk: Unique, machine-shop vibes. Edgy Graphite color story. Streamlined urban aesthetic. #BeBold",,,,,,,,,1,CHN,O-101823,,,,,No,,,,,,False,,Graphite,,,False,,,Metal,,,False,,,,,,,,False,,,,,70.00,65.00,22.00,25.00,,,,,,,,,Transitional
351-10281,084-355815160-8,68.00,22.00,60.00,63.00,True,649.50,866.00,False,Furniture,Sterling,Guntherÿtall Desk,"An airplane propeller ceiling fan…Shipping containers transformed into a college campus…A cast-iron pipe chandelier. Repurposed, convention-challenging ideas are at the heart of the Industrial Chic design paradigm, perfectly exemplified by our Günther Collection Tall Metal Desk: Machine-shop vibes with unique mesh grating. Edgy Graphite color story. Streamlined urban aesthetic. #BeBold",,,,,,,,,1,CHN,O-101824,,,,,,,,,,,False,,Graphite,,,False,,,Metal,,,False,,,,,,Tall,,False,,,,,85.00,38.00,64.00,13.00,,,,,,,,,Transitional
351-10596,084-355816131-7,15.75,21.70,22.00,24.00,True,190.50,254.00,False,Furniture,Sterling,Gunwharf Accent Table,,Fir Wood Base,Modern Farmhouse,,,,,,,1,CHN,O-101825,,,,,,,Gray,,,,False,,"Salvaged Grey Oak, Galvanized Steel",,,,,,Metal,,,False,,,,,,,,False,,,,,18.95,22.06,26.00,22.06,,,,,,,,,Transitional
D3060,081-093700150-2,,18.00,18.00,29.00,True,122.00,219.60,False,Indoor Lighting,Dimond Lighting,Gush Table Lamp,,,,,,,,,,1,CHN,O-101826,,,,,No,A21 3-Way,,66,,,False,,Blue,,False,False,,,"Crystal, Glass",1,,False,,,,,,,3-Way,True,,150,,,15.00,20.00,20.00,20.00,,,,,,,,,Transitional
1228-001/S2,081-800804134-1,6.46,6.00,8.00,22.00,True,120.00,160.00,False,Decorative Accessory,Sterling,Gust Candle Holder,,Aluminum Ball Embellishments,Hand Assembled,,,,,,,2,CHN,O-101827,,,,,,,Silver,,,,False,,"Antique Silver, Polished Nickel",,,,,,Metal,,,False,,,,,,,,False,,,,,9.00,24.00,10.00,18.00,,,,,,,,,Transitional
D3967,081-800804133-4,9.00,16.00,16.00,29.00,True,95.00,171.00,False,Indoor Lighting,Dimond Lighting,Gust Table Lamp,,,,,,,,,,1,CHN,O-101828,,,,,No,A21 3-Way,Silver,66,,,False,,"Antique Silver, Polished Nickel",,False,,,,Metal,1,,False,,,,,,,3-Way,True,,150,,,10.00,17.00,25.00,17.00,,,,,,,,,Transitional
3187-006,080-434319327-2,,17.00,40.00,75.00,True,673.50,898.00,False,Furniture,Sterling,Gustave 5 Layer Shelf,"The Gustave 5-Layer Shelf takes this season's emphasis on the edgy, durable, Vintage Industrial aesthetic and adds that extra update: Wood components are whitewashed for a lighter, more contemporary look; and heavier metal bracing is slimmed down, bringing it in line with our more dynamic, architecturally geometric design stories. Brings the loft feel to any design space.",,,,,,,,,1,CHN,O-101829,,,,,,,,,,,False,,"Natural Wood Tone, Tin",,,,,,"Metal, Wood",,,False,,,,,,,,False,,,,,44.00,77.50,18.50,41.80,,,,,,,,,Traditional
3183-017,084-355815144-8,41.80,17.00,40.00,75.00,True,499.50,666.00,False,Furniture,Sterling,Gustave Shelf,,,,,,,,,,1,CHN,O-101830,,,,,,,,,,,False,,"Black, Bleached Driftwood",,,,,,"Metal, Wood",,,False,,,,,,,,False,,,,,48.40,74.40,18.50,18.50,,,,,,,,,Transitional
714044,080-432314044-9,,18.00,24.00,26.00,True,343.50,458.00,False,Furniture,Guildmaster,Gustavian Accent Table,Gustavian Accent Table draws from Scandinavian inspiration. Top finished in Vintage Gris and base in Crossroads Rosa finish.,Hand Painted,,,,,,,,1,IDN,O-101831,,,,,,,,,,,False,,"Crossroads Rosa, Vintage Gris",,,,,,Mahogany,,,False,,,,,,,,False,,,,,22.10,26.80,12.60,20.50,,,,,,,,,Traditional
351-10545,084-355815743-3,5.63,2.60,31.50,31.50,True,78.00,104.00,False,Wall Decor,Sterling,Gusto Wall Clock,,,,,,,,,,1,CHN,O-101832,,,,,,,,,,,False,,Salvaged Iron,,,,,,METAL,,,False,,,,,,,,False,,,,,6.13,23.25,24.03,6.70,,,,,,,,,Traditional
351-10515,084-355815534-7,8.36,3.00,48.00,48.00,True,159.00,212.00,False,Wall Decor,Sterling,Gusto Wall Decor,,,,,,,,,,1,CHN,O-101832,,,,,,,,,,,False,,"Galvanized Steel, Rust",,,,,,METAL,,,False,,,,,,,,False,,,,,16.50,50.43,50.83,4.33,,,,,,,,,Traditional
1204-007,081-800803345-2,77.00,35.00,70.00,31.00,True,1834.50,2446.00,False,Seating,Dimond Home,Gypsy Two-Seater Sofa,"A timeless piece for any home, this chesterfield sofa comes in a luxurious grey velvet finish, complimenting a wide range of interior designs and color palettes. Available in a convenient two-seater design, this luxe sofa is ideal for those looking to add a classic inspired piece of furniture with updated styling into their room setting.",,,,,,,,,1,CHN,O-101833,,,,,,,Gray,,,,False,,Grey,,,,,,"Wood, Foam, Velvet Fabric",,,False,,,,,,,,False,,,,,82.00,72.50,27.00,37.00,,,,,,,,,Transitional
D2913,074-811909566-0,9.00,18.00,12.00,15.00,True,114.00,205.20,False,Indoor Lighting,Dimond Lighting,Haarlem 1 Light Table Lamp In Storm Grey And Pewter,,,,,,,,,,1,CHN,O-101834,,,,,No,A19,,,,,False,,"Pewter, Storm Grey",,,False,,,"Glass, Metal",1,,False,,,,,Grey Linen Drum Shade,,,True,,100,,,10.00,20.00,14.00,16.00,,,,,,,,,Modern / Contemporary
D2913-LED,081-093700486-2,9.00,18.00,12.00,15.00,True,124.00,223.20,False,Indoor Lighting,Dimond Lighting,Haarlem 1 Light Led Table Lamp In Storm Grey And Pewter,,"Includes Easily Replaceable E26 Medium Base, Screw-In Led Bulb(S).","Dimmable 9.5 Watts Each, With 800  Total Lumen Output.",,,,,,,1,CHN,O-101834,,,,,Yes,A19 LED,,,,,False,,"Pewter, Storm Grey",,,False,,,"Glass, Metal",1,,False,,,,,Grey Linen Drum Shade,,,True,,9.5,,,10.00,20.00,14.00,16.00,,,,,,,,,Modern / Contemporary
351-10570,084-355816109-6,9.61,0.80,16.20,27.60,True,94.50,126.00,False,Wall Decor,Sterling,Habana Wall Mirror - Small,,Antique Brass Finish,Metal Inlay Detailing,,,,,,,1,CHN,O-101835,,,,,,,Brown,,,,False,,"Gold, Salvaged Brown Oak",,,,,,"Metal, Wood",,,False,,,,,,Small,,False,,,,,12.00,20.00,30.00,3.00,,,,,,,,,Transitional
351-10571,084-355816110-2,13.90,1.00,18.90,37.20,True,159.00,212.00,False,Wall Decor,Sterling,Habana Wall Mirror - Large,,Antique Brass Finish,Metal Inlay Detailing,,,,,,,1,CHN,O-101835,,,,,,,Brown,,,,False,,"Gold, Salvaged Brown Oak",,,,,,"Metal, Wood",,,False,,,,,,Large,,False,,,,,17.00,24.00,41.00,3.00,,,,,,,,,Transitional
